name	parent_name	type	size
actions.py	pyparsing	file	6426
common.py	pyparsing	file	12936
core.py	pyparsing	file	213310
exceptions.py	pyparsing	file	9023
helpers.py	pyparsing	file	39129
results.py	pyparsing	file	25341
testing.py	pyparsing	file	13402
unicode.py	pyparsing	file	10787
util.py	pyparsing	file	6805
__init__.py	pyparsing	file	9159
__init__.py	diagram	file	23668
_parser.py	tomli	file	22633
_re.py	tomli	file	2943
_types.py	tomli	file	254
__init__.py	tomli	file	396
entry_points.txt	setuptools-65.5.1.dist-info	file	2740
INSTALLER	setuptools-65.5.1.dist-info	file	5
LICENSE	setuptools-65.5.1.dist-info	file	1050
METADATA	setuptools-65.5.1.dist-info	file	6311
RECORD	setuptools-65.5.1.dist-info	file	35656
top_level.txt	setuptools-65.5.1.dist-info	file	41
WHEEL	setuptools-65.5.1.dist-info	file	92
cli	wheel	dir	15853
vendored	wheel	dir	31475
bdist_wheel.py	wheel	file	19293
macosx_libfile.py	wheel	file	16145
metadata.py	wheel	file	3727
util.py	wheel	file	621
wheelfile.py	wheel	file	7536
_setuptools_logging.py	wheel	file	746
__init__.py	wheel	file	59
__main__.py	wheel	file	455
convert.py	cli	file	9427
pack.py	cli	file	3383
unpack.py	cli	file	659
__init__.py	cli	file	2384
packaging	vendored	dir	31475
__init__.py	vendored	file	0
tags.py	packaging	file	15612
_manylinux.py	packaging	file	11489
_musllinux.py	packaging	file	4374
__init__.py	packaging	file	0
entry_points.txt	wheel-0.38.4.dist-info	file	107
INSTALLER	wheel-0.38.4.dist-info	file	5
LICENSE.txt	wheel-0.38.4.dist-info	file	1107
METADATA	wheel-0.38.4.dist-info	file	2110
RECORD	wheel-0.38.4.dist-info	file	2835
top_level.txt	wheel-0.38.4.dist-info	file	6
WHEEL	wheel-0.38.4.dist-info	file	92
__pycache__	_distutils_hack	dir	11171
override.py	_distutils_hack	file	44
__init__.py	_distutils_hack	file	6128
__init__.cpython-311.pyc	__pycache__	file	11171
_virtualenv.cpython-311.pyc	__pycache__	file	6928
activate	Scripts	file	2174
activate.bat	Scripts	file	1027
activate.fish	Scripts	file	3051
activate.nu	Scripts	file	2621
activate.ps1	Scripts	file	1758
activate_this.py	Scripts	file	1169
deactivate.bat	Scripts	file	511
deactivate.nu	Scripts	file	682
pip-3.11.exe	Scripts	file	108431
pip.exe	Scripts	file	108431
pip3.11.exe	Scripts	file	108431
pip3.exe	Scripts	file	108431
pydoc.bat	Scripts	file	24
python.exe	Scripts	file	270616
pythonw.exe	Scripts	file	259344
wheel-3.11.exe	Scripts	file	108418
wheel.exe	Scripts	file	108418
wheel3.11.exe	Scripts	file	108418
wheel3.exe	Scripts	file	108418
